gvkey,iid,gvkeyx,from,thru,conm,indextype,tic,spii,spmi,indexcat,co_conm,co_tic,co_cusip,co_cik,co_sic,co_naics
10405,1,3,12/31/1978,7/1/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALLEGHENY TECHNOLOGIES INC,ATI,01741R102,1018963,3350,331491
12978,1,3,10/2/2012,7/2/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KRAFT FOODS GROUP INC,KRFT,50076Q106,1545158,2000,311
4560,1,3,8/6/2001,7/8/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FAMILY DOLLAR STORES,FDO,307000109,34408,5331,452990
11925,1,3,1/18/2011,7/19/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NOBLE CORP PLC,NE,G65431101,1458891,1381,213111
12206,1,3,12/4/2006,7/28/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DIRECTV,DTV.2,25490A309,1465112,4841,515210
8304,1,3,12/31/1987,8/30/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PALL CORP,PLL,696429307,75829,3569,333999
160255,1,3,5/3/2004,9/2/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HOSPIRA INC,HSP,441060100,1274057,2834,325412
13003,2,3,2/28/2011,10/7/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JOY GLOBAL INC,JOY,481165108,801898,3532,333131
122015,1,3,2/15/2007,11/2/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HUDSON CITY BANCORP INC,HCBK,443683107,921847,6035,522120
26410,1,3,11/10/2015,11/10/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FOUR CORNERS PROPERTY TR INC,FCPT,35086T109,1650132,6798,531120
158354,1,3,12/2/2005,11/17/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GENWORTH FINANCIAL INC,GNW,37247D106,1276520,6311,524113
9699,1,3,9/1/1994,11/18/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SIGMA-ALDRICH CORP,SIAL,826552101,90185,2833,325411
3336,1,3,6/30/1981,11/30/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COMPUTER SCIENCES CORP,CSC,205363104,23082,7370,541512
3226,2,3,9/21/2015,12/13/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COMCAST CORP,CMCSA,20030N200,1166691,4841,515210
14324,1,3,4/18/2000,12/28/2015,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALTERA CORP,ALTR,21441100,768251,3674,334413
28118,1,3,4/4/2012,1/4/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FOSSIL GROUP INC,FOSL,34988V106,883569,3873,334519
3024,1,3,6/30/1976,1/18/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CHUBB CORP,CB.1,171232101,20171,6331,524126
66708,1,3,7/3/2000,1/31/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BROADCOM CORP,BRCM,111320107,1054374,3674,334413
8717,1,3,6/1/2007,1/31/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PRECISION CASTPARTS CORP,PCP,740189105,79958,3728,336413
15709,1,3,1/17/2002,2/21/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PLUM CREEK TIMBER CO INC,PCL,729251108,849213,2400,113310
120093,1,3,6/28/2006,3/3/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CONSOL ENERGY INC,CNX,20854P109,1070412,1220,212112
28877,1,3,3/24/2014,3/6/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KEURIG GREEN MOUNTAIN INC,GMCR,49271M100,909954,2090,311920
8694,1,3,11/9/2007,3/29/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PEPCO HOLDINGS INC,POM,713291102,1135971,4911,2211
2270,1,3,7/31/2012,3/29/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ENSCO PLC,ESV,G3157S106,314808,1381,213111
60894,1,3,1/29/2008,4/3/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CAMERON INTERNATIONAL CORP,CAM,13342B105,941548,3533,333132
7750,1,3,3/31/1979,4/17/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TENET HEALTHCARE CORP,THC,88033G407,70318,8062,622110
145049,1,3,12/14/2007,4/24/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GAMESTOP CORP,GME,36467W109,1326380,5734,443142
14438,1,3,10/1/2012,5/2/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ADT CORP,ADT,00101J106,1546640,7380,561612
61513,1,3,4/20/2006,5/12/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SANDISK CORP,SNDK,80004C101,1000180,3572,334112
27119,1,3,5/16/2016,5/16/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INGEVITY CORP,NGVT,45688C107,1653477,2860,3251
176404,1,3,3/30/2009,5/17/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TIME WARNER CABLE INC,TWC,88732J207,1377013,4841,515210
12950,1,3,9/9/2009,5/22/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AIRGAS INC,ARG,9363102,804212,5084,423830
12756,1,3,10/8/1998,5/30/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COCA-COLA EUROPEAN PARTNERS,CCE,G25839104,1650107,2086,312111
22734,1,3,7/1/2015,6/2/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BAXALTA INC,BXLT,07177M103,1620546,2836,325414
12485,1,3,12/20/2010,6/23/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CABLEVISION SYS CORP  -CL A,CVC,12686C109,1053112,4841,515210
10277,1,3,10/10/2001,6/30/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TECO ENERGY INC,TE,872375100,350563,4931,221112
1837,1,3,12/13/2011,6/30/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SOUTHERN GAS CO,SO7,1204106,1004155,4924,221210
23827,1,3,7/2/2015,7/5/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COLUMBIA PIPELINE GROUP INC,CPGX,198280109,1629995,4922,486210
10787,1,3,8/27/2010,9/5/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TYCO INTERNATIONAL PLC,TYC,G91442106,1608109,3669,334290
12053,1,3,3/28/1996,9/7/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EMC CORP/MA,EMC,268648102,790070,3572,334112
14489,2,3,9/7/2016,9/7/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DELL TECHNOLOGIES INC,DVMT,24703L103,1571996,3571,334111
5723,1,3,11/17/2000,9/22/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STARWOOD HOTELS&RESORTS WRLD,HOT,85590A401,316206,7011,721110
61409,1,3,2/26/2009,10/2/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DIAMOND OFFSHRE DRILLING INC,DO,25271C102,949039,1381,213111
26709,1,3,10/3/2016,10/3/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VERSUM MATERIALS INC,VSM,92532W103,1660690,2860,325199
28070,1,3,10/3/2016,10/3/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ADVANSIX INC,ASIX,00773T101,1673985,2820,325220
27333,1,3,10/31/2016,10/31/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ADIENT PLC,ADNT,G0084W101,1670541,2531,336360
27638,1,3,11/1/2016,11/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALCOA CORP,AA,13872106,1675149,3330,3313
27800,1,3,11/1/2016,11/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,QUALITY CARE PROPERTIES INC,QCP,747545101,1677203,6798,531120
28499,1,3,11/1/2016,11/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,YUM CHINA HOLDINGS INC,YUMC,98850P109,1673358,5812,722511
28790,1,3,11/10/2016,11/10/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LAMB WESTON HOLDINGS INC,LW,513272104,1679273,2030,311411
6653,1,3,4/24/2006,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LEGG MASON INC,LM,524901105,704051,6282,523920
8215,2,3,1/2/2009,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,OWENS-ILLINOIS INC,OI,690768403,812074,3221,327213
1078,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ABBOTT LABORATORIES,ABT,2824100,1800,2834,325412
1300,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HONEYWELL INTERNATIONAL INC,HON,438516106,773840,3822,334512
1356,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ARCONIC INC,ARNC,03965L100,4281,3720,3364
1440,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMERICAN ELECTRIC POWER CO,AEP,25537101,4904,4911,2211
1976,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BAKER HUGHES INC,BHI,57224107,808362,1381,213111
2285,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BOEING CO,BA,97023105,12927,3721,336411
2403,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BRISTOL-MYERS SQUIBB CO,BMY,110122108,14272,2834,325412
2663,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CAMPBELL SOUP CO,CPB,134429109,16732,2030,311422
2817,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CATERPILLAR INC,CAT,149123101,18230,3531,333120
2991,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CHEVRON CORP,CVX,166764100,93410,2911,324110
3144,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COCA-COLA CO,KO,191216100,21344,2086,312111
3170,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COLGATE-PALMOLIVE CO,CL,194162103,21665,2844,325620
3413,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CONSOLIDATED EDISON INC,ED,209115104,1047862,4931,22111
3532,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CORNING INC,GLW,219350105,24741,3679,334419
3835,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DEERE & CO,DE,244199105,315189,3523,333111
3897,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DTE ENERGY CO,DTE,233331107,936340,4931,2211
4029,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DOMINION RESOURCES INC,D,25746U109,715957,4911,22111
4060,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DOW CHEMICAL,DOW,260543103,29915,2821,325211
4087,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DU PONT (E I) DE NEMOURS,DD,263534109,30554,2820,3252
4199,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EATON CORP PLC,ETN,G29183103,1551182,3620,335314
4503,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EXXON MOBIL CORP,XOM,30231G102,34088,2911,324110
4839,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FORD MOTOR CO,F,345370860,37996,3711,33611
5046,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GENERAL DYNAMICS CORP,GD,369550108,40533,3721,336411
5047,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GENERAL ELECTRIC CO,GE,369604103,40545,9997,999977
5234,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GOODYEAR TIRE & RUBBER CO,GT,382550101,42582,3011,326211
5439,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HALLIBURTON CO,HAL,406216101,45012,1389,213112
5597,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HERSHEY CO,HSY,427866108,47111,2060,311351
6066,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTL BUSINESS MACHINES CORP,IBM,459200101,51143,7370,541519
6104,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTL PAPER CO,IP,460146103,51434,2631,322130
6375,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KELLOGG CO,K,487836108,55067,2040,311230
6435,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KIMBERLY-CLARK CORP,KMB,494368103,55785,2621,322121
6502,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KROGER CO,KR,501044101,56873,5411,445110
7163,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,S&P GLOBAL INC,SPGI,78409V104,64040,7323,561450
7241,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CVS HEALTH CORP,CVS,126650100,64803,5912,446110
7257,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MERCK & CO,MRK,58933Y105,310158,2834,325412
7366,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ENTERGY CORP,ETR,29364G103,65984,4911,22111
7435,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,3M CO,MMM,88579Y101,66740,2670,322220
7585,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MOTOROLA SOLUTIONS INC,MSI,620076307,68505,3663,334220
7923,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NORFOLK SOUTHERN CORP,NSC,655844108,702165,4011,482111
7977,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,XCEL ENERGY INC,XEL,98389B100,72903,4931,2211
8099,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FIRSTENERGY CORP,FE,337932107,1031296,4911,22111
8247,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PPG INDUSTRIES INC,PPG,693506107,79879,2851,325510
8264,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PG&E CORP,PCG,69331C108,1004980,4931,2211
8272,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SEMPRA ENERGY,SRE,816851109,1032208,4931,22111
8479,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PEPSICO INC,PEP,713448108,77476,2080,311919
8530,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PFIZER INC,PFE,717081103,78003,2834,325412
8539,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EXELON CORP,EXC,30161N101,1109357,4911,22111
8543,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALTRIA GROUP INC,MO,02209S103,764180,2111,312230
8549,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CONOCOPHILLIPS,COP,20825C104,1163165,1311,211111
8606,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PITNEY BOWES INC,PBI,724479100,78814,3579,333318
8762,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PROCTER & GAMBLE CO,PG,742718109,80424,2840,325611
8810,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PUBLIC SERVICE ENTRP GRP INC,PEG,744573106,788784,4931,22111
8972,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,RAYTHEON CO,RTN,755111507,1047122,3812,334511
9203,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ROCKWELL AUTOMATION,ROK,773903109,1024478,3620,335314
9846,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EDISON INTERNATIONAL,EIX,281020107,827052,4911,22111
9850,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SOUTHERN CO,SO,842587107,92122,4911,2211
10499,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TEXAS INSTRUMENTS INC,TXN,882508104,97476,3674,334413
10867,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UNION PACIFIC CORP,UNP,907818108,100885,4011,482111
10983,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UNITED TECHNOLOGIES CORP,UTX,913017109,101829,3724,336412
11456,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WEYERHAEUSER CO,WY,962166104,106535,2400,321
11465,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WHIRLPOOL CORP,WHR,963320106,106640,3630,3352
11636,1,3,3/31/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,XEROX CORP,XRX,984121103,108772,7374,518210
9667,1,3,6/30/1964,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SHERWIN-WILLIAMS CO,SHW,824348106,89800,2851,325510
3650,1,3,3/31/1965,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CUMMINS INC,CMI,231021106,26172,3510,333618
4321,1,3,3/31/1965,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EMERSON ELECTRIC CO,EMR,291011104,32604,3600,335
9465,1,3,3/31/1965,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SCHLUMBERGER LTD,SLB,806857108,87347,1389,213112
2574,1,3,9/30/1967,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CSX CORP,CSX,126408103,277948,4011,482111
3121,1,3,3/31/1969,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CLOROX CO/DE,CLX,189054109,21076,2842,325612
5071,1,3,3/31/1969,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GENERAL MILLS INC,GIS,370334104,40704,2040,311230
7881,1,3,6/30/1969,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NEWMONT MINING CORP,NEM,651639106,1164727,1040,212221
7154,1,3,6/30/1970,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MCDONALD'S CORP,MCD,580135101,63908,5812,722513
6730,1,3,12/31/1970,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LILLY (ELI) & CO,LLY,532457108,59478,2834,325412
2086,1,3,9/30/1972,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BAXTER INTERNATIONAL INC,BAX,71813109,10456,2836,325414
2111,1,3,9/30/1972,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BECTON DICKINSON & CO,BDX,75887109,10795,3841,339112
6266,1,3,6/30/1973,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JOHNSON & JOHNSON,JNJ,478160104,200406,2834,325412
5125,1,3,12/31/1973,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GENUINE PARTS CO,GPC,372460105,40987,5013,423120
5606,1,3,12/31/1974,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HP INC,HPQ,40434L105,47217,3570,33411
11506,1,3,3/31/1975,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WILLIAMS COS INC,WMB,969457100,107263,4922,486210
2044,1,3,6/30/1975,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BARD (C.R.) INC,BCR,67383109,9892,3841,339112
4988,1,3,12/31/1975,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TEGNA INC,TGNA,87901J105,39899,4833,515120
6078,1,3,3/31/1976,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTL FLAVORS & FRAGRANCES,IFF,459506101,51253,2860,325199
1177,1,3,6/30/1976,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AETNA INC,AET,00817Y108,1122304,6324,524114
1447,1,3,6/30/1976,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMERICAN EXPRESS CO,AXP,25816109,4962,6141,522210
2547,1,3,6/30/1976,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CIGNA CORP,CI,125509109,701221,6324,524114
2968,1,3,6/30/1976,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JPMORGAN CHASE & CO,JPM,46625H100,19617,6020,522110
3505,1,3,6/30/1976,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MOLSON COORS BREWING CO,TAP,60871R209,24545,2082,312120
3980,1,3,6/30/1976,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DISNEY (WALT) CO,DIS,254687106,1001039,4888,515120
4093,1,3,6/30/1976,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DUKE ENERGY CORP,DUK,26441C204,1326160,4931,2211
4517,1,3,6/30/1976,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NEXTERA ENERGY INC,NEE,65339F101,753308,4911,22111
6742,1,3,6/30/1976,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LINCOLN NATIONAL CORP,LNC,534187109,59558,6311,524113
7647,1,3,6/30/1976,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BANK OF AMERICA CORP,BAC,60505104,70858,6020,522110
8007,1,3,6/30/1976,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WELLS FARGO & CO,WFC,949746101,72971,6020,522110
3813,1,3,12/31/1976,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TARGET CORP,TGT,8.76E+110,27419,5331,452990
6008,1,3,12/31/1976,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTEL CORP,INTC,458140100,50863,3674,334413
10519,1,3,12/31/1978,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TEXTRON INC,TXT,883203101,217346,3721,336411
11060,1,3,6/30/1979,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VF CORP,VFC,918204108,103379,2320,315220
11264,1,3,12/31/1979,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WALGREENS BOOTS ALLIANCE INC,WBA,931427108,1618921,5912,446110
1487,1,3,3/31/1980,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMERICAN INTERNATIONAL GROUP,AIG,26874784,5272,6331,524126
4818,1,3,3/31/1980,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FLUOR CORP,FLR,343412102,1124198,1600,237990
4598,1,3,12/31/1980,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FEDEX CORP,FDX,31428X106,1048911,4513,492110
8253,1,3,12/31/1980,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PACCAR INC,PCAR,693718108,75362,3711,336120
1891,1,3,3/31/1981,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AUTOMATIC DATA PROCESSING,ADP,53015103,8670,7374,518210
5256,1,3,6/30/1981,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GRAINGER (W W) INC,GWW,384802104,277135,5000,42
7085,1,3,6/30/1981,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MASCO CORP,MAS,574599106,62996,3430,332913
1722,1,3,7/29/1981,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ARCHER-DANIELS-MIDLAND CO,ADM,39483102,7084,2070,31122
7116,1,3,3/31/1982,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MATTEL INC,MAT,577081102,63276,3942,339930
11259,1,3,8/31/1982,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WAL-MART STORES INC,WMT,931142103,104169,5331,452990
9778,1,3,9/30/1982,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SNAP-ON INC,SNA,833034101,91440,3420,332216
10016,1,3,9/30/1982,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STANLEY BLACK & DECKER INC,SWK,854502101,93556,3540,333991
2435,1,3,10/31/1982,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BROWN FORMAN CORP,BF.B,115637209,14693,2085,312140
1690,1,3,11/30/1982,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,APPLE INC,AAPL,37833100,320193,3663,334220
8068,1,3,12/31/1982,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,OCCIDENTAL PETROLEUM CORP,OXY,674599105,797468,1311,211111
9299,1,3,12/31/1982,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,RYDER SYSTEM INC,R,783549108,85961,7510,532120
3362,1,3,8/31/1983,12/1/2016,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CONAGRA BRANDS INC,CAG,205887102,23217,2000,31142
